"created_on","provincia","partido","rooms","surface_total","surface_covered","price","currency","title","property_type","operation_type","lat","lon"
"202106","GBA","Escobar",5,690,210,280000,"USD","Puertos del Lago - Venta de Casa con cochera, jardín, parrilla en Puertos del Lago","Casa","Venta",-34.352047,-58.750034
"202106","GBA","Escobar",5,80,61,81000,"USD","Casa - Loma Verde","Casa","Venta",-34.3261511,-58.860834
"202106","CABA","Comuna 14",5,246,240,1600000,"USD","Departamento en venta en TORRE MIRABILIA - Palermo Hollywood","Departamento","Venta",-34.5820305,-58.4320205
"202106","CABA","Comuna 14",8,366,366,1600000,"USD","Venta Departamento Palermo Chico PISO vista Plaza Alemania 366m2, 4/5 dormit 2 coch","Departamento","Venta",-34.5784914,-58.4081679
"202106","CABA","Comuna 14",10,560,362,1350000,"USD","CASA · 4 DORMITORIOS · CABRERA AL 5700 · PALERMO","Casa","Venta",-34.5844994,-58.439725
"202106","CABA","Comuna 2",5,247,220,699000,"USD","Duplex  de 5 ambientes en Palermo","Departamento","Venta",-34.5858096,-58.405548
"202106","CABA","Comuna 1",6,390,390,1290000,"USD","RETASADO TORRE AZUL!!!! PISO muy importante de gran categoría, reciclado a full  USD 1.290.000","Departamento","Venta",-34.6139839,-58.3914848
"202106","GBA","La Plata",6,170,170,240000,"USD","Casa - Manuel B Gonnet","Casa","Venta",-34.8805823835,-58.0256544503
"202106","CABA","Comuna 2",5,247,220,699000,"USD","Duplex  de 5 ambientes en Recoleta","Departamento","Venta",-34.5858096,-58.405548
"202106","CABA","Comuna 6",5,137,123,315000,"USD","Venta 5 ambientes Caballito","Departamento","Venta",-34.6235385,-58.4434798
"202106","CABA","Comuna 6",5,237,226,465000,"USD","Duplex en Propiedad Horizontal 6 ambientes con Dep. de serv, Escrit., Patio y Coch. cub. - Caballito","Departamento","Venta",-34.621113,-58.4382479
"202106","CABA","Comuna 2",5,247,220,699000,"USD","Duplex  de 5 ambientes en Barrio Norte","Departamento","Venta",-34.5858096,-58.405548
"202106","GBA","Vicente López",6,547,451,540000,"USD","CASA - Florida-  P. Baja  Consultorios, P. Alta VIVIENDA!! Mucho potencial!","Casa","Venta",-34.5205914,-58.4897636
"202106","CABA","Comuna 12",6,184,145,299000,"USD","Casa - Villa Pueyrredon","Casa","Venta",-34.5852293,-58.4909317
"202106","GBA","General San Martín",5,280,280,428000,"USD","VENTA CASA 5 AMBIENTES EN VILLA BALLESTER","Casa","Venta",-34.5554131,-58.5548868
"202106","GBA","Tigre",8,344,344,820000,"USD","Casa 8 Ambientes en venta - Barrio Cerrado Laguna Del Sol.","Casa","Venta",-34.465162,-58.6067474
"202106","GBA","Morón",6,320,320,370000,"USD","Casa - Castelar Norte","Casa","Venta",-34.6467316,-58.6562426
"202106","GBA","Escobar",7,300,300,285000,"USD","Venta Casa al Lago - Barrio Parque Nautico El Cazal","Casa","Venta",-34.2998903,-58.7714981
"202106","GBA","Escobar",7,300,300,285000,"USD","Venta Casa al Lago - Barrio Parque Nautico El Cazal","Casa","Venta",-34.2981176643,-58.7617348592
"202106","CABA","Comuna 2",5,174,158,550000,"USD","EXCELENTE 5 AMBIENTES CON DEPENDECIA Y COCHERA. AGUERO ENTRE CHARCAS Y MANSILLA","Departamento","Venta",-34.5941395,-58.4087727
"202106","GBA","Escobar",6,550,473,595000,"USD","Casa - River Oaks","Casa","Venta",-34.388466,-58.7581988
"202106","CABA","Comuna 15",1,53,49,26000,"ARS","Departamento - Palermo","Departamento","Alquiler",-34.578703,-58.4646661
"202106","CABA","Comuna 2",1,40,40,23000,"ARS","Monoambiente Alquiler Recoleta Facultad de Medicina apto Profesional","Departamento","Alquiler",-34.5977009,-58.3975295
"202106","CABA","Comuna 6",1,18,18,18500,"ARS","Guayaquil y Av. La Plata - Departamento 1 ambiente - Alquiler - Caballito","Departamento","Alquiler",-34.6212453,-58.4370907
"202106","CABA","Comuna 1",1,23,23,24000,"ARS","Monoambiente en la Avenida Corrientes","Departamento","Alquiler",-34.6044873,-58.3914609
"202106","CABA","Comuna 15",1,38,33,18500,"ARS","Departamento - Villa Crespo","Departamento","Alquiler",-34.594571,-58.440122
"202106","GBA","Tres de Febrero",1,42,42,25000,"ARS","Alquiler, monoambiente a estrenar en Caseros.","Departamento","Alquiler",-34.607643,-58.5691817
"202106","GBA","General San Martín",1,38,35,25000,"ARS","HERMOSO MONOAMBIENTE CTRO BALLESTER","Departamento","Alquiler",-34.5482586,-58.5575328
"202106","CABA","Comuna 12",2,55,45,52000,"ARS","Arias 2600 - Nuñez - 2 amb con patio, sin expensas. Luminoso.","PH","Alquiler",-34.5429241,-58.4754059
"202106","CABA","Comuna 9",2,57,50,40000,"ARS","ALQUILER DUPLEX 2 AMBIENTES LINIERS","PH","Alquiler",-34.647033,-58.5101187
"202106","CABA","Comuna 14",2,96,66,80000,"ARS","PH   2 y 1/2 amb   c/ TERRAZA y PARRILLA - Colegiales","PH","Alquiler",-34.5733451,-58.4405445
"202106","GBA","San Isidro",2,65,60,70000,"ARS","UNICO LOFT EN PB AMUEBLADO EN ALQUILER EN MARTINEZ.","PH","Alquiler",-34.488748,-58.4971002
"202106","GBA","Tres de Febrero",2,46,37,26000,"ARS","PH - Santos Lugares","PH","Alquiler",-34.6036128,-58.5442512
"202106","GBA","General San Martín",2,80,60,20000,"ARS","PH 2 AMBIENTES CON PATIO Y TERRAZA","PH","Alquiler",-34.5633743,-58.5584553
"202106","CABA","Comuna 5",2,41,41,21000,"ARS","Departamento - Almagro","Departamento","Alquiler",-34.6215341,-58.4181624
"202106","CABA","Comuna 5",2,61,45,43000,"ARS","Departamento de 2 Ambientes en Boedo - Planta Baja tipo Dúplex","Departamento","Alquiler",-34.6388788,-58.4198879
"202106","GBA","Tigre",2,60,50,60000,"ARS","Departamento - Tigre","Departamento","Alquiler",-34.4334961663,-58.5845088959
"202106","CABA","Comuna 7",2,35,35,23000,"ARS","Departamento de 2 ambientes en alquiler en Flores","Departamento","Alquiler",-34.6311938,-58.4576589
"202106","CABA","Comuna 7",2,55,52,27000,"ARS","2 AMB AMPLIO - 55 m2","Departamento","Alquiler",-34.6447234,-58.452945
"202106","CABA","Comuna 11",2,35,35,23000,"ARS","Departamento - Flores","Departamento","Alquiler",-34.6215223924,-58.4736206181
"202106","CABA","Comuna 13",2,62,56,85000,"ARS","Alucinante Departamento 2 ambientes con cochera en el Edificio Liberateur Nuñez","Departamento","Alquiler",-34.5589521,-58.4460034
"202106","CABA","Comuna 1",2,123,118,50000,"ARS","Departamento - Retiro Tres Sargentos 421","Departamento","Alquiler",-34.5977593478,-58.3723041201
"202106","CABA","Comuna 1",2,56,56,35000,"ARS","se alquila 2 ambientes reciclado a nuevo!!","Departamento","Alquiler",-34.5943948,-58.3774406
"202106","CABA","Comuna 5",2,45,45,35000,"ARS","Departamento de 2 ambientes en Alquiler en Almagro","Departamento","Alquiler",-34.6205233017,-58.4183589273
"202106","CABA","Comuna 5",2,46,43,38000,"ARS","HERMOSO DPTO. 2 AMB A ESTRENAR C/ AMENITIES","Departamento","Alquiler",-34.6039738,-58.431275
"202106","CABA","Comuna 12",2,48,30,40000,"ARS","Estomba 3500 - Saavedra-  2 amb con patio y balcón - Bajas expensas","Departamento","Alquiler",-34.5570451,-58.4824626
"202106","CABA","Comuna 14",2,50,45,40000,"ARS","VENTA / ALQUILER TEMPORARIO Departamento -  Barrio Palermo","Departamento","Alquiler",-34.5768564018,-58.4051434094
"202106","CABA","Comuna 14",2,46,43,27000,"ARS","Departamento - Botanico","Departamento","Alquiler",-34.5833337,-58.4191765
"202106","CABA","Comuna 14",2,35,35,36000,"ARS","2 Ambientes en excelente ubicación","Departamento","Alquiler",-34.5845105,-58.4245314
"202106","CABA","Comuna 14",2,35,35,32000,"ARS","Departamento de 2 ambientes en Alquiler en Palermo","Departamento","Alquiler",-34.5866274232,-58.4257018167
"202106","CABA","Comuna 1",2,40,40,32000,"ARS","2 Amb. Palermo","Departamento","Alquiler",-34.6083,-58.3712
"202106","CABA","Comuna 2",2,38,38,23500,"ARS","Departamento - Recoleta","Departamento","Alquiler",-34.5917476,-58.4091866
"202106","CABA","Comuna 13",2,43,40,28000,"ARS","Alquiler. Departamento . 2 ambientes con balcón - Barrancas de Belgrano","Departamento","Alquiler",-34.558903,-58.4469662
"202106","CABA","Comuna 13",2,50,45,30000,"ARS","Departamento en alquiler 2 ambientes - Belgrano","Departamento","Alquiler",-34.5655886,-58.449958
"202106","CABA","Comuna 13",2,49,40,45000,"ARS","BELGRANO 2 AMBIENTES BALCON TERRAZA ALQUILER","Departamento","Alquiler",-34.5592214,-58.4687882
"202106","CABA","Comuna 13",2,32,30,23000,"ARS","Departamento - Belgrano","Departamento","Alquiler",-34.5581271,-58.4454413
"202106","CABA","Comuna 13",2,88,59,139000,"ARS","Alquiler Departamento dúplex balcón terraza amenities Belgrano R","Departamento","Alquiler",-34.5659269,-58.4651203
"202106","CABA","Comuna 10",2,42,42,26000,"ARS","Departamento - Floresta","Departamento","Alquiler",-34.6255924,-58.4876557
"202106","GBA","La Plata",2,35,35,14000,"ARS","Departamento - La Plata","Departamento","Alquiler",-34.9162991794,-57.9239335725
"202106","GBA","La Plata",2,51,43,32000,"ARS","Departamento alquiler 1 dormitorio 1 baño 1 balcón 58 mts 2 totales  - La Plata","Departamento","Alquiler",-34.9193687662,-57.964037044
"202106","GBA","La Plata",2,36,36,15500,"ARS","Departamento - La Plata","Departamento","Alquiler",-34.9118560655,-57.9463957568
"202106","CABA","Comuna 15",2,33,33,32000,"ARS","Alquiler depto 2 ambientes  por escalera. Paternal","Departamento","Alquiler",-34.6006167,-58.4582574
"202106","CABA","Comuna 2",2,36,36,37000,"ARS","Departamento 2 ambientes en alquiler en Recoleta","Departamento","Alquiler",-34.5940064,-58.4128739
"202106","CABA","Comuna 2",2,54,54,42000,"ARS","alquiler 2 ambientes balcon al frente","Departamento","Alquiler",-34.592582,-58.3905723
"202106","CABA","Comuna 3",2,70,70,31000,"ARS","Departamento 2 ambientes apto profesional amoblado en Balvanera","Departamento","Alquiler",-34.6055941,-58.3955966
"202106","CABA","Comuna 6",2,36,33,30000,"ARS","Alquiler Depto 2 ambientes con balcon caballito","Departamento","Alquiler",-34.6071615,-58.4567165
"202106","CABA","Comuna 6",2,55,47,40000,"ARS","Excelente semipiso de 2 ambientes con balcón - Caballito","Departamento","Alquiler",-34.6227079,-58.4325894
"202106","CABA","Comuna 6",2,54,49,50000,"ARS","Departamento - Caballito Norte Listos a estrenar! 2 Ambientes","Departamento","Alquiler",-34.6135679,-58.4347533
"202106","CABA","Comuna 5",2,40,34,30000,"ARS","Alquiler dos ambientes en Caballito","Departamento","Alquiler",-34.60969,-58.4305611
"202106","CABA","Comuna 6",2,45,45,34000,"ARS","Departamento - Caballito","Departamento","Alquiler",-34.6231653,-58.4343461
"202106","CABA","Comuna 9",2,42,38,38000,"ARS","Martiniano 1600 2 ambs cochera pileta sum gimnasio","Departamento","Alquiler",-34.653979,-58.5063282
"202106","CABA","Comuna 1",2,60,60,37500,"ARS","Depto 2 ambientes 60m2 en Alquiler Monserrat","Departamento","Alquiler",-34.608593,-58.3879036
"202106","CABA","Comuna 1",2,40,40,30000,"ARS","Departamento  de 2 ambientes en venta en Centro (Capital Federal)","Departamento","Alquiler",-34.6095104,-58.3850241
"202106","CABA","Comuna 1",2,33,33,27000,"ARS","Departamento - Monserrat","Departamento","Alquiler",-34.6174487,-58.3846378
"202106","GBA","La Matanza",2,45,42,30000,"ARS","Departamento - Ramos Mejia Sur","Departamento","Alquiler",-34.6422206,-58.5593898
"202106","GBA","La Matanza",2,48,48,28000,"ARS","Departamento - Ramos Mejia Sur","Departamento","Alquiler",-34.6550563,-58.5627852
"202106","GBA","San Isidro",2,82,72,100000,"ARS","Departamento en Alquiler","Departamento","Alquiler",-34.4882769,-58.4854148
"202106","GBA","San Isidro",2,70,70,65000,"ARS","Departamento en alquiler,  dos ambientes con amenities - Acassuso - Vias a Libertador","Departamento","Alquiler",-34.4739234,-58.5034493
"202106","GBA","San Isidro",2,65,60,70000,"ARS","UNICO LOFT EN PB AMUEBLADO EN ALQUILER EN MARTINEZ.","Departamento","Alquiler",-34.488748,-58.4971002
"202106","GBA","San Miguel",2,42,42,27000,"ARS","Departamento - Muñiz","Departamento","Alquiler",-34.5384513,-58.6989019
"202106","CABA","Comuna 2",2,35,35,24000,"ARS","GUEMES AL 3000 - V/ABIERTA T/SOL - Barrio Norte (ALTO PALERMO)","Departamento","Alquiler",-34.5913368,-58.4095156
"202106","CABA","Comuna 1",2,65,55,36000,"ARS","ALQUILER  VIVIENDA BALCÓN AMPLIO - APTO PROFESIONAL- CENTRO","Departamento","Alquiler",-34.6041082,-58.3767637
"202106","CABA","Comuna 15",2,34,33,32000,"ARS","Departamento - Villa Crespo","Departamento","Alquiler",-34.5960926,-58.4419939
"202106","CABA","Comuna 1",2,68,65,130000,"ARS","ALQUILER 2 AMBIENTES, AMOBLADO PISO ALTO, TORRES DEL YACHT - PUERTO MADERO","Departamento","Alquiler",-34.6039611,-58.3631782
"202106","CABA","Comuna 1",2,59,55,90000,"ARS","Departamento 2 Ambientes Equipado en Puerto Madero","Departamento","Alquiler",-34.6174368584,-58.3623565074
"202106","CABA","Comuna 3",2,40,38,27000,"ARS","Departamento - San Cristobal","Departamento","Alquiler",-34.6268218,-58.4038167
"202106","CABA","Comuna 3",2,40,38,29000,"ARS","Departamento - San Cristobal","Departamento","Alquiler",-34.6268218,-58.4038167
"202106","CABA","Comuna 12",2,42,40,28000,"ARS","DEPTO 2 AMB PISO ALTO VISTA ABIERTA","Departamento","Alquiler",-34.565977,-58.4793861
"202106","CABA","Comuna 12",2,35,32,39000,"ARS","Alquiler Departamento 2 ambientes Villa Urquiza excepcional ubicación","Departamento","Alquiler",-34.5692823,-58.487148
"202106","GBA","Vicente López",2,47,45,39000,"ARS","Departamento - Olivos-Vias/Rio","Departamento","Alquiler",-34.5072346,-58.479718
"202106","GBA","Vicente López",2,40,40,38000,"ARS","Departamento - Florida Belgrano-Oeste","Departamento","Alquiler",-34.540410988,-58.5008479969
"202106","GBA","Lomas de Zamora",2,45,43,30000,"ARS","Departamento en Lomas de Zamora Oeste","Departamento","Alquiler",-34.7641513193,-58.4060965212
"202106","GBA","Lomas de Zamora",2,42,42,27000,"ARS","Departamento - Lomas de Zamora Oeste","Departamento","Alquiler",-34.7648882,-58.4054322
"202106","GBA","Tres de Febrero",2,45,40,25000,"ARS","Alquiler departamento dos ambientes en ciudadela","Departamento","Alquiler",-34.6369292,-58.5434757
"202106","GBA","Tres de Febrero",2,38,35,25000,"ARS","Alquiler Departamento 2 amb.c/balcón vista abierta","Departamento","Alquiler",-34.6413849,-58.5388188
"202106","CABA","Comuna 7",2,80,60,55000,"ARS","Departamento - Parque Chacabuco","Departamento","Alquiler",-34.6304087,-58.4332664
"202106","CABA","Comuna 7",2,37,37,33000,"ARS","ALQUILER DEPTO  2 amb, LUMINOSO, PQUE CHACABUCO","Departamento","Alquiler",-34.637971,-58.4589256
"202106","CABA","Comuna 7",2,47,40,38000,"ARS","Departamento - Parque Chacabuco","Departamento","Alquiler",-34.631504,-58.4415669
"202106","CABA","Comuna 15",2,35,30,30000,"ARS","Alquiler Departamento 2 ambientes Villa del Parque","Departamento","Alquiler",-34.599875,-58.4832958
"202106","CABA","Comuna 4",3,154,77,25000,"ARS","PH ALQUILER , 3 AMBIENTES , LA BOCA A REFACCIONAR","PH","Alquiler",-34.6443414,-58.3643762
"202106","CABA","Comuna 12",3,64,60,65000,"ARS","Alquiler PH - 3Amb.   Cocina Cdor.    patio - RECICLADO A NUEVO - Sin Expensas - Saavedra","PH","Alquiler",-34.562252,-58.4886307
"202106","CABA","Comuna 11",3,81,70,60000,"ARS","ALQ PH 3 AMB C/PATIO EN VILLA DEVOTO","PH","Alquiler",-34.5925927,-58.5123085
"202106","GBA","Vicente López",3,182,85,48000,"ARS","PH tipo casa 3 amb c/ coh y jardin - Florida","PH","Alquiler",-34.5443736,-58.5135495
"202106","GBA","Pilar",3,120,120,75000,"ARS","ALQUILER ANUAL DE CASA QUINTA EN LA LONJA PILAR","Casa","Alquiler",-34.469698,-58.818033
"202106","GBA","Pilar",3,82,55,70000,"ARS","Departamento en alquiler de tres ambientes en Tortugas Green","Departamento","Alquiler",-34.4623546998,-58.748906439
"202106","GBA","Tigre",3,63,60,58000,"ARS","Riverside - Departamento en alquiler tres ambientes","Departamento","Alquiler",-34.4319646854,-58.5873318506
"202106","GBA","Tigre",3,107,79,135000,"ARS","Alquiler duplex 3 amb con cochera - El Palmar Homes 3, Nordelta - Tigre","Departamento","Alquiler",-34.4271729,-58.6570799
"202106","GBA","Tigre",3,70,65,65000,"ARS","Excelente 3 ambientes en Tigre centro","Departamento","Alquiler",-34.4303225,-58.5775132
"202106","GBA","Tigre",3,65,60,60000,"ARS","Departamento - Riverside Towers","Departamento","Alquiler",-34.4322022,-58.5878276
"202106","CABA","Comuna 7",3,75,70,60000,"ARS","Tres ambientes balcon amenities  flores floresta","Departamento","Alquiler",-34.6214823,-58.4721621
"202106","CABA","Comuna 7",3,63,58,43500,"ARS","Departamento - Flores - Alquiler - 3 Ambientes","Departamento","Alquiler",-34.6321871463,-58.4568836338
"202106","CABA","Comuna 13",3,65,60,70000,"ARS","Departamento de tres ambientes en alquiler en Nuñez - Garcia del Rio 2500","Departamento","Alquiler",-34.548553,-58.4704251
"202106","CABA","Comuna 5",3,70,60,40000,"ARS","Departamento - Almagro","Departamento","Alquiler",-34.6061345,-58.4212098
"202106","CABA","Comuna 5",3,70,70,58500,"ARS","3 AMBIENTES | MEDRANO 200","Departamento","Alquiler",-34.6086026,-58.4214929
"202106","CABA","Comuna 14",3,105,100,90000,"ARS","Botánico - Amplio 3 ambientes con cochera fija","Departamento","Alquiler",-34.5807371,-58.4145786
"202106","CABA","Comuna 14",3,80,68,120000,"ARS","$120.000 - 3 amb AMOBLADO - Cochera - Palermo - Guatemala 6000 (LeS)","Departamento","Alquiler",-34.5766852404,-58.4366604148
"202106","CABA","Comuna 14",3,77,62,58000,"ARS","Alquiler 3 ambientes Amoblado Las Cañitas.","Departamento","Alquiler",-34.5719363957,-58.4329356915
"202106","CABA","Comuna 14",3,71,65,75000,"ARS","Gorriti 3600 alq Departamento - Palermo","Departamento","Alquiler",-34.5954779,-58.4157154
"202106","CABA","Comuna 14",3,56,56,38000,"ARS","DARREGUEYRA AL 2300 - T/A NUEVO 56 M2 BALCON CORRIDO - Palermo","Departamento","Alquiler",-34.5812595,-58.4246865
"202106","CABA","Comuna 14",3,67,59,70000,"ARS","ALQUILER DEPTO 3 AMB CON BALCON EN LAS CAÑITAS","Departamento","Alquiler",-34.5731016,-58.4317572
"202106","CABA","Comuna 14",3,89,75,82000,"ARS","Departamento - Palermo","Departamento","Alquiler",-34.5839678,-58.4139457
"202106","CABA","Comuna 14",3,98,68,145000,"ARS","Increible 3 ambientes en el barrio de Palermo con Terraza y Piscina propias!","Departamento","Alquiler",-34.5773298,-58.4409235
"202106","GBA","La Plata",3,57,57,25000,"ARS","5 y 529 - Dúplex de dos dormitorios en ALQUILER - La Plata","Departamento","Alquiler",-34.8965915696,-57.9704271249
"202106","GBA","La Plata",3,50,50,28000,"ARS","Departamento en La Plata - Calle 8 e/ 32 y 33 - Dacal Bienes Raices","Departamento","Alquiler",-34.9020136937,-57.9693151911
"202106","GBA","La Plata",3,47,47,18500,"ARS","Alquier departamento 2 dormitorios La Plata","Departamento","Alquiler",-34.9217098,-57.9358218
"202106","GBA","La Plata",3,51,50,20000,"ARS","10 esq. 62 Departamento de 2 dormitorios en ALQUILER - La Plata","Departamento","Alquiler",-34.9252476412,-57.9418363386
"202106","CABA","Comuna 1",3,110,110,120000,"ARS","Departamento Recoleta Excelentes vistas, 2 dormitorios, dep, cochera, baulera, seg 24 hs","Departamento","Alquiler",-34.5901491,-58.3831296
"202106","CABA","Comuna 2",3,80,80,220000,"ARS","ALQUILER Contrafrente con 2 aqmplias terrazas y parrilla a pulmón con regia arboleda Super soleado y luminoso","Departamento","Alquiler",-34.5900534,-58.391973
"202106","CABA","Comuna 2",3,96,88,40000,"ARS","Viamonte - Ayacucho frente balcón corrido amplio living comedor 2 dormitorios categoría","Departamento","Alquiler",-34.6010871,-58.3962492
"202106","CABA","Comuna 3",3,70,65,39000,"ARS","Muy lindo 3 ambientes al frente con balcón, a mts de Av. Rivadavia","Departamento","Alquiler",-34.6043622,-58.3982486
"202106","CABA","Comuna 3",3,62,62,35000,"ARS","SEMIP EN LA RIOJA AL 200 - T/AL FRENTE 62 M2 APTO PROF - Balvanera","Departamento","Alquiler",-34.6136383,-58.4087306
"202106","CABA","Comuna 6",3,81,77,83500,"ARS","Departamento - Caballito Norte Listos para estrenar! 3 Amb     Cochera","Departamento","Alquiler",-34.6135679,-58.4347533
"202106","CABA","Comuna 6",3,57,57,45000,"ARS","Departamento - Caballito","Departamento","Alquiler",-34.6260055,-58.447535
"202106","GBA","Avellaneda",3,70,70,28000,"ARS","Departamento - Wilde","Departamento","Alquiler",-34.6951703,-58.3122341
"202106","GBA","Avellaneda",3,70,60,20000,"ARS","Departamento - Gerli","Departamento","Alquiler",-34.6935651,-58.367669
"202106","CABA","Comuna 13",3,60,60,38000,"ARS","SEMIP VIRREY AVILES AL 2900 - BALCON CORRIDO V/ABIERTA T/SOL - Colegiales","Departamento","Alquiler",-34.5703898,-58.4564686
"202106","CABA","Comuna 13",3,50,50,65000,"ARS","Alquiler departamento 3 ambientes","Departamento","Alquiler",-34.5754901,-58.4433779
"202106","CABA","Comuna 2",3,65,58,40000,"ARS","OPORTUNIDAD DEPTO 3 AMBIENTES SUPER LUMINOSO!!!","Departamento","Alquiler",-34.5951573,-58.4077422
"202106","CABA","Comuna 14",3,56,56,33000,"ARS","Departamento - Barrio Norte","Departamento","Alquiler",-34.587951,-58.4091427
"202106","GBA","Vicente López",3,72,65,45000,"ARS","Departamento - V.Lopez-Vias/Maipu","Departamento","Alquiler",-34.5278528,-58.4816767
"202106","GBA","Vicente López",3,73,68,40000,"ARS","3 AMB. EN ALQUILER SOBRE AV. MAIPU","Departamento","Alquiler",-34.5110529,-58.4902105
"202106","GBA","Vicente López",3,110,95,115000,"ARS","Departamento - Barrio Vicente López","Departamento","Alquiler",-34.5248852,-58.4730136
"202106","GBA","Vicente López",3,65,61,50000,"ARS","DEPTO 3 AMBIENTES EN EL CENTRO DE OLIVOS","Departamento","Alquiler",-34.5078026284,-58.4823823763
"202106","GBA","Vicente López",3,64,61,38000,"ARS","Departamento 3 ambientes en alquiler - Vicente López","Departamento","Alquiler",-34.5217059,-58.4763778
"202106","GBA","Lomas de Zamora",3,58,56,35000,"ARS","Departamento - Banfield Este","Departamento","Alquiler",-34.742978,-58.3930434
"202106","GBA","Esteban Echeverría",3,102,87,45000,"ARS","Piso en alquiler 3 ambientes cochera balcon","Departamento","Alquiler",-34.8178075,-58.4657426
"202106","GBA","General San Martín",3,70,60,25000,"ARS","DEPTO 3 AMBIENTES PLANTA BAJA FRENTE","Departamento","Alquiler",-34.544901,-58.5727988
"202106","GBA","San Isidro",4,160,160,280000,"ARS","Casa - Casas De La Ribera I","Casa","Alquiler",-34.4658517,-58.5007544
"202106","CABA","Comuna 2",4,106,106,55000,"ARS","Departamento - Once","Departamento","Alquiler",-34.6009364,-58.4029314
"202106","CABA","Comuna 14",4,99,90,85000,"ARS","Alquiler Departamento 4 amb en Palermo","Departamento","Alquiler",-34.5911946,-58.4127904
"202106","CABA","Comuna 13",4,154,147,290000,"ARS","Departamento - Belgrano Chico","Departamento","Alquiler",-34.5575633,-58.4423887
"202106","CABA","Comuna 2",4,103,103,55000,"ARS","Marcelo T de Alvear 1600 - Divino Departamento de 4 ambientes con Dependencia y Lavadero","Departamento","Alquiler",-34.597246,-58.389645
"202106","CABA","Comuna 1",4,102,98,60000,"ARS","Departamento 4 amientes con dependencia, reciclado.  Se alquila por 6 meses. - San Telmo","Departamento","Alquiler",-34.620597745,-58.3857477148
"202106","GBA","Vicente López",4,100,90,75000,"ARS","Departamento 4 ambientes con cochera y terraza en Florida","Departamento","Alquiler",-34.5239132,-58.4910652
"202106","GBA","Lomas de Zamora",4,115,112,150000,"ARS","Departamento - Lomas de Zamora Oeste","Departamento","Alquiler",-34.7650965,-58.4001289
"202106","CABA","Comuna 3",5,116,116,68000,"ARS","Depto.tipo casa de 6 ambientes en Alquiler en Almagro","PH","Alquiler",-34.6056829,-58.408354
"202106","CABA","Comuna 12",5,593,273,350000,"ARS","CASA CON JARDIN Y PILETA EN BELGRANO/COGHLAN","Casa","Alquiler",-34.5672876,-58.4756798
"202106","GBA","Ituzaingó",5,290,290,60000,"ARS","Casa 5 Ambientes Alquiler Ituzaingó Centro","Casa","Alquiler",-34.6584688,-58.6662239
"202106","CABA","Comuna 15",5,99,90,70000,"ARS","Departamento 5 ambientes con espacio guarda coche","Departamento","Alquiler",-34.5828478,-58.4512913
"202106","GBA","Avellaneda",5,90,75,25000,"ARS","Departamento - Crucesita","Departamento","Alquiler",-34.6623529,-58.3507713
"202106","CABA","Comuna 13",6,520,520,500000,"ARS","Casa - Belgrano R","Casa","Alquiler",-34.5740008,-58.4672033
"202106","CABA","Comuna 2",6,175,158,110000,"ARS","Departamento - Palermo","Departamento","Alquiler",-34.5978642,-58.4133624
"202106","GBA","La Plata",6,200,160,40000,"ARS","Departamento - La Plata","Departamento","Alquiler",-34.9129817509,-57.9579430651
"202106","GBA","Florencio Varela",8,2552,180,65000,"ARS","Calle 1376 N° 1892. Florencio Varela. Casa Quinta Muy Linda!","Casa","Alquiler",-34.8788933355,-58.2519984245
"202106","CABA","Comuna 2",8,232,232,150000,"ARS","Departamento - Recoleta","Departamento","Alquiler",-34.5964771,-58.3897918
"202106","GBA","La Matanza",1,70,65,48000,"USD","Linda CASITA L/Propio 3 Amb. con terraza","Casa","Venta",-34.7085678,-58.4784604
"202106","GBA","Tigre",1,80,60,103000,"USD","VENTA EN POZO 2 AMB. C/BALCON ,TORRE II, PISO 3, COMPLEJO DELTA CHICO,TIGRE","Departamento","Venta",-34.3896947355,-58.6427806296
"202106","CABA","Comuna 7",1,20,16,45000,"USD","Departamento en venta Flores","Departamento","Venta",-34.633065,-58.460771
"202106","CABA","Comuna 13",1,85,74,290000,"USD","Oficina: Gran monoambiente a estrenar de 85 m2","Departamento","Venta",-34.558517,-58.4465195
"202106","CABA","Comuna 5",1,23,23,54900,"USD","Venta Monoambiente Amueblado y Equipado Apto Profes. Almagro","Departamento","Venta",-34.6039877,-58.4158639
"202106","CABA","Comuna 14",1,42,35,145000,"USD","Departamento - Palermo Soho","Departamento","Venta",-34.5828078758,-58.4245585418
"202106","CABA","Comuna 14",1,32,32,85000,"USD","Dpto 1 Amb en Excelente ubicacion A Estrenar","Departamento","Venta",-34.5792979,-58.4348134
"202106","CABA","Comuna 14",1,42,35,128000,"USD","Oportunidad!! Venta Palermo monoambiente amoblado","Departamento","Venta",-34.5911298,-58.42496
"202106","GBA","La Plata",1,30,30,57000,"USD","Monoambiente en venta 30mts2 - La Plata","Departamento","Venta",-34.914042627,-57.9452303772
"202106","CABA","Comuna 3",1,40,34,74900,"USD","Departamento - Balvanera","Departamento","Venta",-34.6190831,-58.4057506
"202106","CABA","Comuna 15",1,22,22,42900,"USD","DEPARTAMENTO MONOAMBIENTE A RECICLAR CABALLITO","Departamento","Venta",-34.6037386,-58.4365629
"202106","CABA","Comuna 9",1,33,33,59000,"USD","Departamento - Mataderos - 2 ambientes - oportunidad - sin expensas - pocos gastos -","Departamento","Venta",-34.6569191,-58.4877682
